id,category_id,category,question_id,question,type,difficulty,age,players,action
14-24,14,Хэнтэй адилхан бэ?,24,Хэнтэй road trip хийх вэ?,vote,Very Hard,18+,2-10,vote
14-25,14,Хэнтэй адилхан бэ?,25,Хэнтэй удаан ярилцмаар байна?,vote,Extreme,18+,2-10,vote
14-26,14,Хэнтэй адилхан бэ?,26,Өөрийгөө 3 үгээр тодорхойл.,vote,Easy,18+,2-10,vote
14-27,14,Хэнтэй адилхан бэ?,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,vote,Medium,18+,2-10,vote
14-28,14,Хэнтэй адилхан бэ?,28,Эндээс хэнийг илүү танимаар байна?,vote,Hard,18+,2-10,vote
14-29,14,Хэнтэй адилхан бэ?,29,Нэг асуулт өөрөө зохио.,vote,Very Hard,18+,2-10,vote
14-30,14,Хэнтэй адилхан бэ?,30,Тухгүй байвал PASS хийж болно.,vote,Extreme,18+,2-10,vote
15-01,15,Миний тухай таа,1,Өөрийн хамгийн том мөрөөдлөө хэл.,question,Easy,18+,2-10,answer
15-02,15,Миний тухай таа,2,Өөрийн нэг green flag-аа хэл.,question,Medium,18+,2-10,answer
15-03,15,Миний тухай таа,3,Өөрийн нэг red flag-аа хэл.,question,Hard,18+,2-10,answer
15-04,15,Миний тухай таа,4,Сүүлд хэзээ үнэхээр баярласан бэ?,question,Very Hard,18+,2-10,answer
15-05,15,Миний тухай таа,5,Хэнээс message ирэхийг хүлээдэг вэ?,question,Extreme,18+,2-10,answer
15-06,15,Миний тухай таа,6,Perfect weekend-ээ тайлбарла.,question,Easy,18+,2-10,answer
15-07,15,Миний тухай таа,7,Dream destination-оо хэл.,question,Medium,18+,2-10,answer
15-08,15,Миний тухай таа,8,Хамгийн их хүндэлдэг чанараа хэл.,question,Hard,18+,2-10,answer
15-09,15,Миний тухай таа,9,Хамгийн муу зуршлаа хэл.,question,Very Hard,18+,2-10,answer
15-10,15,Миний тухай таа,10,Хамгийн сайн чанараа хэл.,question,Extreme,18+,2-10,answer
15-11,15,Миний тухай таа,11,5 жилийн дараах өөрийгөө төсөөл.,question,Easy,18+,2-10,answer
15-12,15,Миний тухай таа,12,Нэг хүнийг сонгоод compliment өг.,question,Medium,18+,2-10,answer
15-13,15,Миний тухай таа,13,Нэг хүний first impression-ийг хэл.,question,Hard,18+,2-10,answer
15-14,15,Миний тухай таа,14,Нэг дуу санал болго.,question,Very Hard,18+,2-10,answer
15-15,15,Миний тухай таа,15,Нэг кино санал болго.,question,Extreme,18+,2-10,answer
15-16,15,Миний тухай таа,16,Нэг хоол сонгоод тайлбарла.,question,Easy,18+,2-10,answer
15-17,15,Миний тухай таа,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,question,Medium,18+,2-10,answer
15-18,15,Миний тухай таа,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,question,Hard,18+,2-10,answer
15-19,15,Миний тухай таа,19,Ямар хүнтэй амархан найзлах вэ?,question,Very Hard,18+,2-10,answer
15-20,15,Миний тухай таа,20,Ямар зан хамгийн их turn-off вэ?,question,Extreme,18+,2-10,answer
15-21,15,Миний тухай таа,21,Ямар зан хамгийн их татдаг вэ?,question,Easy,18+,2-10,answer
15-22,15,Миний тухай таа,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,question,Medium,18+,2-10,answer
15-23,15,Миний тухай таа,23,Ирээдүйгээ харвал юу мэдмээр байна?,question,Hard,18+,2-10,answer
15-24,15,Миний тухай таа,24,Хэнтэй road trip хийх вэ?,question,Very Hard,18+,2-10,answer
15-25,15,Миний тухай таа,25,Хэнтэй удаан ярилцмаар байна?,question,Extreme,18+,2-10,answer
15-26,15,Миний тухай таа,26,Өөрийгөө 3 үгээр тодорхойл.,question,Easy,18+,2-10,answer
15-27,15,Миний тухай таа,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,question,Medium,18+,2-10,answer
15-28,15,Миний тухай таа,28,Эндээс хэнийг илүү танимаар байна?,question,Hard,18+,2-10,answer
15-29,15,Миний тухай таа,29,Нэг асуулт өөрөө зохио.,question,Very Hard,18+,2-10,answer
15-30,15,Миний тухай таа,30,Тухгүй байвал PASS хийж болно.,question,Extreme,18+,2-10,answer
16-01,16,Хэзээ ч асууж байгаагүй,1,Өөрийн хамгийн том мөрөөдлөө хэл.,question,Easy,18+,2-10,answer
16-02,16,Хэзээ ч асууж байгаагүй,2,Өөрийн нэг green flag-аа хэл.,question,Medium,18+,2-10,answer
16-03,16,Хэзээ ч асууж байгаагүй,3,Өөрийн нэг red flag-аа хэл.,question,Hard,18+,2-10,answer
16-04,16,Хэзээ ч асууж байгаагүй,4,Сүүлд хэзээ үнэхээр баярласан бэ?,question,Very Hard,18+,2-10,answer
16-05,16,Хэзээ ч асууж байгаагүй,5,Хэнээс message ирэхийг хүлээдэг вэ?,question,Extreme,18+,2-10,answer
16-06,16,Хэзээ ч асууж байгаагүй,6,Perfect weekend-ээ тайлбарла.,question,Easy,18+,2-10,answer
16-07,16,Хэзээ ч асууж байгаагүй,7,Dream destination-оо хэл.,question,Medium,18+,2-10,answer
16-08,16,Хэзээ ч асууж байгаагүй,8,Хамгийн их хүндэлдэг чанараа хэл.,question,Hard,18+,2-10,answer
16-09,16,Хэзээ ч асууж байгаагүй,9,Хамгийн муу зуршлаа хэл.,question,Very Hard,18+,2-10,answer
16-10,16,Хэзээ ч асууж байгаагүй,10,Хамгийн сайн чанараа хэл.,question,Extreme,18+,2-10,answer
16-11,16,Хэзээ ч асууж байгаагүй,11,5 жилийн дараах өөрийгөө төсөөл.,question,Easy,18+,2-10,answer
16-12,16,Хэзээ ч асууж байгаагүй,12,Нэг хүнийг сонгоод compliment өг.,question,Medium,18+,2-10,answer
16-13,16,Хэзээ ч асууж байгаагүй,13,Нэг хүний first impression-ийг хэл.,question,Hard,18+,2-10,answer
16-14,16,Хэзээ ч асууж байгаагүй,14,Нэг дуу санал болго.,question,Very Hard,18+,2-10,answer
16-15,16,Хэзээ ч асууж байгаагүй,15,Нэг кино санал болго.,question,Extreme,18+,2-10,answer
16-16,16,Хэзээ ч асууж байгаагүй,16,Нэг хоол сонгоод тайлбарла.,question,Easy,18+,2-10,answer
16-17,16,Хэзээ ч асууж байгаагүй,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,question,Medium,18+,2-10,answer
16-18,16,Хэзээ ч асууж байгаагүй,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,question,Hard,18+,2-10,answer
16-19,16,Хэзээ ч асууж байгаагүй,19,Ямар хүнтэй амархан найзлах вэ?,question,Very Hard,18+,2-10,answer
16-20,16,Хэзээ ч асууж байгаагүй,20,Ямар зан хамгийн их turn-off вэ?,question,Extreme,18+,2-10,answer
16-21,16,Хэзээ ч асууж байгаагүй,21,Ямар зан хамгийн их татдаг вэ?,question,Easy,18+,2-10,answer
16-22,16,Хэзээ ч асууж байгаагүй,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,question,Medium,18+,2-10,answer
16-23,16,Хэзээ ч асууж байгаагүй,23,Ирээдүйгээ харвал юу мэдмээр байна?,question,Hard,18+,2-10,answer
16-24,16,Хэзээ ч асууж байгаагүй,24,Хэнтэй road trip хийх вэ?,question,Very Hard,18+,2-10,answer
16-25,16,Хэзээ ч асууж байгаагүй,25,Хэнтэй удаан ярилцмаар байна?,question,Extreme,18+,2-10,answer
16-26,16,Хэзээ ч асууж байгаагүй,26,Өөрийгөө 3 үгээр тодорхойл.,question,Easy,18+,2-10,answer
16-27,16,Хэзээ ч асууж байгаагүй,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,question,Medium,18+,2-10,answer
16-28,16,Хэзээ ч асууж байгаагүй,28,Эндээс хэнийг илүү танимаар байна?,question,Hard,18+,2-10,answer
16-29,16,Хэзээ ч асууж байгаагүй,29,Нэг асуулт өөрөө зохио.,question,Very Hard,18+,2-10,answer
16-30,16,Хэзээ ч асууж байгаагүй,30,Тухгүй байвал PASS хийж болно.,question,Extreme,18+,2-10,answer
17-01,17,Сонго эсвэл тайлбарла,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
17-02,17,Сонго эсвэл тайлбарла,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
17-03,17,Сонго эсвэл тайлбарла,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
17-04,17,Сонго эсвэл тайлбарла,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
17-05,17,Сонго эсвэл тайлбарла,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
17-06,17,Сонго эсвэл тайлбарла,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
17-07,17,Сонго эсвэл тайлбарла,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
17-08,17,Сонго эсвэл тайлбарла,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
17-09,17,Сонго эсвэл тайлбарла,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
17-10,17,Сонго эсвэл тайлбарла,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
17-11,17,Сонго эсвэл тайлбарла,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
17-12,17,Сонго эсвэл тайлбарла,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
17-13,17,Сонго эсвэл тайлбарла,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
17-14,17,Сонго эсвэл тайлбарла,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
17-15,17,Сонго эсвэл тайлбарла,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
17-16,17,Сонго эсвэл тайлбарла,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
17-17,17,Сонго эсвэл тайлбарла,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
17-18,17,Сонго эсвэл тайлбарла,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
17-19,17,Сонго эсвэл тайлбарла,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
17-20,17,Сонго эсвэл тайлбарла,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
17-21,17,Сонго эсвэл тайлбарла,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
17-22,17,Сонго эсвэл тайлбарла,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
17-23,17,Сонго эсвэл тайлбарла,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
17-24,17,Сонго эсвэл тайлбарла,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
17-25,17,Сонго эсвэл тайлбарла,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
17-26,17,Сонго эсвэл тайлбарла,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
17-27,17,Сонго эсвэл тайлбарла,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
17-28,17,Сонго эсвэл тайлбарла,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
17-29,17,Сонго эсвэл тайлбарла,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
17-30,17,Сонго эсвэл тайлбарла,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
18-01,18,Миний type,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
18-02,18,Миний type,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
18-03,18,Миний type,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
18-04,18,Миний type,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
18-05,18,Миний type,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
18-06,18,Миний type,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
18-07,18,Миний type,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
18-08,18,Миний type,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
18-09,18,Миний type,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
18-10,18,Миний type,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
18-11,18,Миний type,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
18-12,18,Миний type,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
18-13,18,Миний type,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
18-14,18,Миний type,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
18-15,18,Миний type,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
18-16,18,Миний type,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
18-17,18,Миний type,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
18-18,18,Миний type,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
18-19,18,Миний type,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
18-20,18,Миний type,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
18-21,18,Миний type,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
18-22,18,Миний type,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
18-23,18,Миний type,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
18-24,18,Миний type,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
18-25,18,Миний type,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
18-26,18,Миний type,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
18-27,18,Миний type,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
18-28,18,Миний type,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
18-29,18,Миний type,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
18-30,18,Миний type,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
19-01,19,Green Flag / Red Flag,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
19-02,19,Green Flag / Red Flag,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
19-03,19,Green Flag / Red Flag,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
19-04,19,Green Flag / Red Flag,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
19-05,19,Green Flag / Red Flag,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
19-06,19,Green Flag / Red Flag,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
19-07,19,Green Flag / Red Flag,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
19-08,19,Green Flag / Red Flag,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
19-09,19,Green Flag / Red Flag,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
19-10,19,Green Flag / Red Flag,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
19-11,19,Green Flag / Red Flag,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
19-12,19,Green Flag / Red Flag,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
19-13,19,Green Flag / Red Flag,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
19-14,19,Green Flag / Red Flag,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
19-15,19,Green Flag / Red Flag,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
19-16,19,Green Flag / Red Flag,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
19-17,19,Green Flag / Red Flag,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
19-18,19,Green Flag / Red Flag,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
19-19,19,Green Flag / Red Flag,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
19-20,19,Green Flag / Red Flag,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
19-21,19,Green Flag / Red Flag,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
19-22,19,Green Flag / Red Flag,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
19-23,19,Green Flag / Red Flag,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
19-24,19,Green Flag / Red Flag,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
19-25,19,Green Flag / Red Flag,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
19-26,19,Green Flag / Red Flag,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
19-27,19,Green Flag / Red Flag,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
19-28,19,Green Flag / Red Flag,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
19-29,19,Green Flag / Red Flag,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
19-30,19,Green Flag / Red Flag,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
20-01,20,Perfect Date,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
20-02,20,Perfect Date,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
20-03,20,Perfect Date,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
20-04,20,Perfect Date,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
20-05,20,Perfect Date,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
20-06,20,Perfect Date,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
20-07,20,Perfect Date,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
20-08,20,Perfect Date,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
20-09,20,Perfect Date,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
20-10,20,Perfect Date,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
20-11,20,Perfect Date,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
20-12,20,Perfect Date,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
20-13,20,Perfect Date,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
20-14,20,Perfect Date,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
20-15,20,Perfect Date,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
20-16,20,Perfect Date,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
20-17,20,Perfect Date,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
20-18,20,Perfect Date,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
20-19,20,Perfect Date,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
20-20,20,Perfect Date,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
20-21,20,Perfect Date,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
20-22,20,Perfect Date,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
20-23,20,Perfect Date,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
20-24,20,Perfect Date,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
20-25,20,Perfect Date,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
20-26,20,Perfect Date,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
20-27,20,Perfect Date,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
20-28,20,Perfect Date,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
20-29,20,Perfect Date,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
20-30,20,Perfect Date,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
21-01,21,Truth or Dare,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
21-02,21,Truth or Dare,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
21-03,21,Truth or Dare,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
21-04,21,Truth or Dare,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
21-05,21,Truth or Dare,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
21-06,21,Truth or Dare,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
21-07,21,Truth or Dare,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
21-08,21,Truth or Dare,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
21-09,21,Truth or Dare,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
21-10,21,Truth or Dare,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
21-11,21,Truth or Dare,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
21-12,21,Truth or Dare,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
21-13,21,Truth or Dare,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
21-14,21,Truth or Dare,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
21-15,21,Truth or Dare,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
21-16,21,Truth or Dare,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
21-17,21,Truth or Dare,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
21-18,21,Truth or Dare,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
21-19,21,Truth or Dare,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
21-20,21,Truth or Dare,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
21-21,21,Truth or Dare,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
21-22,21,Truth or Dare,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
21-23,21,Truth or Dare,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
21-24,21,Truth or Dare,24,Хэнтэй road trip хийх вэ?,challenge,Very Hard,18+,2-10,do
21-25,21,Truth or Dare,25,Хэнтэй удаан ярилцмаар байна?,challenge,Extreme,18+,2-10,do
21-26,21,Truth or Dare,26,Өөрийгөө 3 үгээр тодорхойл.,challenge,Easy,18+,2-10,do
21-27,21,Truth or Dare,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,challenge,Medium,18+,2-10,do
21-28,21,Truth or Dare,28,Эндээс хэнийг илүү танимаар байна?,challenge,Hard,18+,2-10,do
21-29,21,Truth or Dare,29,Нэг асуулт өөрөө зохио.,challenge,Very Hard,18+,2-10,do
21-30,21,Truth or Dare,30,Тухгүй байвал PASS хийж болно.,challenge,Extreme,18+,2-10,do
22-01,22,Хариул эсвэл шийтгэл,1,Өөрийн хамгийн том мөрөөдлөө хэл.,challenge,Easy,18+,2-10,do
22-02,22,Хариул эсвэл шийтгэл,2,Өөрийн нэг green flag-аа хэл.,challenge,Medium,18+,2-10,do
22-03,22,Хариул эсвэл шийтгэл,3,Өөрийн нэг red flag-аа хэл.,challenge,Hard,18+,2-10,do
22-04,22,Хариул эсвэл шийтгэл,4,Сүүлд хэзээ үнэхээр баярласан бэ?,challenge,Very Hard,18+,2-10,do
22-05,22,Хариул эсвэл шийтгэл,5,Хэнээс message ирэхийг хүлээдэг вэ?,challenge,Extreme,18+,2-10,do
22-06,22,Хариул эсвэл шийтгэл,6,Perfect weekend-ээ тайлбарла.,challenge,Easy,18+,2-10,do
22-07,22,Хариул эсвэл шийтгэл,7,Dream destination-оо хэл.,challenge,Medium,18+,2-10,do
22-08,22,Хариул эсвэл шийтгэл,8,Хамгийн их хүндэлдэг чанараа хэл.,challenge,Hard,18+,2-10,do
22-09,22,Хариул эсвэл шийтгэл,9,Хамгийн муу зуршлаа хэл.,challenge,Very Hard,18+,2-10,do
22-10,22,Хариул эсвэл шийтгэл,10,Хамгийн сайн чанараа хэл.,challenge,Extreme,18+,2-10,do
22-11,22,Хариул эсвэл шийтгэл,11,5 жилийн дараах өөрийгөө төсөөл.,challenge,Easy,18+,2-10,do
22-12,22,Хариул эсвэл шийтгэл,12,Нэг хүнийг сонгоод compliment өг.,challenge,Medium,18+,2-10,do
22-13,22,Хариул эсвэл шийтгэл,13,Нэг хүний first impression-ийг хэл.,challenge,Hard,18+,2-10,do
22-14,22,Хариул эсвэл шийтгэл,14,Нэг дуу санал болго.,challenge,Very Hard,18+,2-10,do
22-15,22,Хариул эсвэл шийтгэл,15,Нэг кино санал болго.,challenge,Extreme,18+,2-10,do
22-16,22,Хариул эсвэл шийтгэл,16,Нэг хоол сонгоод тайлбарла.,challenge,Easy,18+,2-10,do
22-17,22,Хариул эсвэл шийтгэл,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,challenge,Medium,18+,2-10,do
22-18,22,Хариул эсвэл шийтгэл,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,challenge,Hard,18+,2-10,do
22-19,22,Хариул эсвэл шийтгэл,19,Ямар хүнтэй амархан найзлах вэ?,challenge,Very Hard,18+,2-10,do
22-20,22,Хариул эсвэл шийтгэл,20,Ямар зан хамгийн их turn-off вэ?,challenge,Extreme,18+,2-10,do
22-21,22,Хариул эсвэл шийтгэл,21,Ямар зан хамгийн их татдаг вэ?,challenge,Easy,18+,2-10,do
22-22,22,Хариул эсвэл шийтгэл,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,challenge,Medium,18+,2-10,do
22-23,22,Хариул эсвэл шийтгэл,23,Ирээдүйгээ харвал юу мэдмээр байна?,challenge,Hard,18+,2-10,do
